# KAPUTNIK Flight Data v2
# Sample rate: 500 Hz
# Samples: 3250
# Accel range: +/-16 g
# Gyro range: +/-2000 dps
# Epoch start: 1783350000000
epoch_ms,ax,ay,az,gx,gy,gz
1783350001278,126,-30,14957,102,9,2509
1783350001280,225,-73,15017,45,36,2469
1783350001282,-43,-184,14935,16,48,2501
1783350001284,221,-71,14969,99,41,2435
1783350001286,345,52,15087,103,122,2453
1783350001288,238,-85,14788,116,11,2469
1783350001290,258,-43,14912,79,-12,2427
1783350001292,349,-101,14984,80,123,2456
1783350001294,-81,-136,15002,76,70,2477
1783350001296,-10,-69,15170,92,88,2418
1783350001298,197,106,14880,77,61,2443
1783350001300,167,-27,15205,78,41,2417
1783350001302,189,0,14839,62,74,2412
1783350001304,436,-175,15046,57,62,2533
1783350001306,168,-130,15008,157,49,2432
1783350001308,388,21,14829,122,26,2428
1783350001310,76,157,14862,85,42,2404
1783350001312,277,-137,15037,105,64,2457
1783350001314,110,-33,14805,70,84,2476
1783350001316,146,-322,15045,51,23,2410
1783350001318,127,-171,15041,78,-9,2419
1783350001320,370,62,14736,61,51,2476
1783350001322,-57,-119,14881,65,102,2417
1783350001324,289,-77,14860,34,32,2484
1783350001326,1,-208,14854,61,53,2428
1783350001328,-43,-109,14765,87,61,2493
1783350001330,-115,-76,14931,111,85,2500
1783350001332,293,-47,14817,-14,77,2500
1783350001334,222,131,14631,57,110,2527
1783350001336,-102,-279,14621,91,53,2449
1783350001338,77,158,14484,90,73,2501
1783350001340,147,89,14879,103,60,2446
1783350001342,-20,-113,14871,58,80,2465
1783350001344,197,-41,14943,52,55,2446
1783350001346,198,-190,14795,47,35,2485
1783350001348,32,-81,14752,53,81,2441
1783350001350,-45,52,14565,35,58,2475
1783350001352,215,-128,14604,61,37,2490
1783350001354,431,-76,14542,53,66,2462
1783350001356,-37,-15,14720,122,5,2422
1783350001358,115,94,14741,52,36,2440
1783350001360,271,-26,14470,97,23,2384
1783350001362,75,-188,14450,37,-1,2479
1783350001364,109,-24,14800,38,59,2497
1783350001366,64,-129,14692,35,11,2469
1783350001368,-85,16,14772,47,9,2424
1783350001370,231,-168,14513,-1,22,2493
1783350001372,39,158,14586,77,43,2433
1783350001374,157,-155,14536,47,71,2459
1783350001376,19,-55,14783,95,115,2458
1783350001378,4,53,14487,55,44,2516
1783350001380,304,63,14635,92,53,2486
1783350001382,148,153,14550,27,64,2497
1783350001384,236,-38,14490,37,19,2491
1783350001386,53,287,14463,76,32,2433
1783350001388,103,-279,14627,69,-3,2453
1783350001390,239,39,14770,19,8,2450
1783350001392,93,-127,14391,74,0,2435
1783350001394,-107,-127,14433,86,60,2390
1783350001396,-137,-95,14591,14,9,2433
1783350001398,349,-104,14412,-23,65,2425
1783350001400,-163,-42,14631,86,30,2393
1783350001402,-185,35,14657,65,55,2451
1783350001404,138,-108,14466,22,46,2417
1783350001406,-128,-53,14475,33,31,2414
1783350001408,196,-186,14386,15,12,2438
1783350001410,-18,-134,14370,8,26,2440
1783350001412,116,114,14347,26,29,2385
1783350001414,404,-83,14343,52,44,2436
1783350001416,179,-180,14400,48,19,2479
1783350001418,-2,151,14312,28,19,2456
1783350001420,109,-8,14326,46,48,2421
1783350001422,16,9,14501,8,57,2449
1783350001424,289,-33,14381,16,37,2376
1783350001426,158,-72,14295,16,9,2441
1783350001428,168,29,14332,-4,-10,2431
1783350001430,-38,-57,14713,-2,-21,2465
1783350001432,84,-124,14507,26,44,2479
1783350001434,-61,-39,14466,9,92,2447
1783350001436,210,19,14274,-7,16,2458
1783350001438,330,129,14221,-6,13,2493
1783350001440,227,101,14452,8,54,2413
1783350001442,-33,107,14456,25,25,2361
1783350001444,-26,14,14544,10,14,2414
1783350001446,84,123,14678,-45,-69,2465
1783350001448,34,-9,14337,12,42,2423
1783350001450,82,72,14305,15,7,2437
1783350001452,-25,145,14367,0,49,2501
1783350001454,-57,-39,14319,-57,-81,2408
1783350001456,-110,76,14239,4,31,2408
1783350001458,210,156,14286,-3,43,2455
1783350001460,-102,248,14293,-13,-34,2412
1783350001462,-47,-30,14507,-44,-4,2446
1783350001464,-170,21,14176,34,48,2425
1783350001466,23,-149,14385,-31,25,2417
1783350001468,-164,198,14294,-16,23,2448
1783350001470,246,-105,14376,-78,-63,2459
1783350001472,169,155,14331,-11,34,2467
1783350001474,-152,166,13929,-14,22,2425
1783350001476,-22,84,14180,-30,-9,2424
1783350001478,-64,120,14310,-24,5,2399
1783350001480,21,-26,14276,0,42,2443
1783350001482,136,65,14360,-80,34,2472
1783350001484,246,151,14335,-42,34,2433
1783350001486,142,-53,14165,-51,-80,2447
1783350001488,256,-101,14286,-3,-8,2425
1783350001490,148,82,14186,-41,-2,2359
1783350001492,-6,-24,14324,0,10,2441
1783350001494,174,31,14127,-53,-19,2426
1783350001496,-83,-58,14042,-1,-31,2418
1783350001498,193,94,14114,-41,14,2403
1783350001500,175,180,14284,-55,-19,2406
1783350001502,123,150,14079,8,-42,2403
1783350001504,-187,40,14148,-53,-86,2391
1783350001506,-89,122,14342,-29,10,2343
1783350001508,48,163,14039,-79,-15,2466
1783350001510,-196,277,14191,-62,57,2394
1783350001512,16,28,14177,-62,5,2466
1783350001514,112,247,14323,-23,-7,2429
1783350001516,74,230,14216,2,-43,2449
1783350001518,192,82,14110,-24,-47,2459
1783350001520,-73,163,14108,-94,-41,2431
1783350001522,-8,105,14103,-43,-13,2400
1783350001524,46,-3,14065,-61,34,2451
1783350001526,14,67,14134,-51,-51,2401
1783350001528,-126,110,13911,-70,-86,2365
1783350001530,-134,167,14151,-114,-21,2430
1783350001532,-54,-41,14053,-84,-21,2440
1783350001534,185,380,14048,-67,13,2360
1783350001536,-54,160,14154,-31,-10,2394
1783350001538,-29,133,14065,-34,10,2423
1783350001540,231,29,14065,-84,-7,2364
1783350001542,-69,179,14179,-9,44,2395
1783350001544,21,89,14205,-81,-57,2404
1783350001546,-244,-62,13925,-85,-38,2404
1783350001548,6,165,14131,-92,-72,2387
1783350001550,-16,-126,13913,-85,-48,2325
1783350001552,-38,67,14070,-38,2,2434
1783350001554,195,-58,13845,-9,60,2407
1783350001556,-320,139,13930,-114,-26,2399
1783350001558,61,164,14133,-53,-4,2393
1783350001560,-72,36,14034,-106,-51,2331
1783350001562,95,22,13953,-125,-29,2429
1783350001564,-46,33,13921,-113,-31,2375
1783350001566,-103,-76,13855,-121,-5,2380
1783350001568,0,-140,13905,-46,-13,2405
1783350001570,-213,71,13925,-41,-22,2377
1783350001572,-168,109,14051,-79,-13,2402
1783350001574,-100,-100,13901,-66,-8,2347
1783350001576,-144,26,14030,-52,-66,2422
1783350001578,-227,71,13744,-98,-59,2394
1783350001580,13,7,13809,-23,-42,2375
1783350001582,-151,182,13905,-54,-18,2331
1783350001584,41,50,13664,-26,-39,2371
1783350001586,-44,-27,13842,-62,-21,2352
1783350001588,-67,243,13927,-41,-26,2370
1783350001590,-61,-104,14015,-120,-15,2442
1783350001592,-112,106,13690,-57,0,2369
1783350001594,321,109,13706,-136,-21,2340
1783350001596,27,159,13625,-106,-14,2326
1783350001598,2,14,13761,-74,-100,2329
1783350001600,-280,114,13864,-44,-67,2383
1783350001602,166,215,13886,-166,-99,2349
1783350001604,190,23,13902,-43,-1,2333
1783350001606,5,-120,13774,-86,-57,2381
1783350001608,-169,255,14053,-129,-33,2337
1783350001610,-26,57,13840,-124,-27,2335
1783350001612,21,43,13654,-81,-60,2330
1783350001614,78,136,13811,-73,-29,2351
1783350001616,-60,139,13791,-42,-89,2340
1783350001618,71,-82,13825,-85,-61,2374
1783350001620,197,276,13619,-116,-67,2328
1783350001622,-138,-25,13805,-72,-105,2415
1783350001624,-117,-63,13765,-16,-23,2381
1783350001626,-141,187,13735,-75,-57,2305
1783350001628,108,90,13618,-61,-66,2384
1783350001630,-249,-233,13789,-1,-39,2388
1783350001632,-271,138,13694,-92,-68,2333
1783350001634,229,-127,13921,-87,4,2331
1783350001636,-62,235,13813,-114,-69,2346
1783350001638,-100,213,13837,-55,-54,2363
1783350001640,34,31,13795,-85,-65,2316
1783350001642,104,-105,13776,-82,-31,2326
1783350001644,-145,212,13680,-15,-42,2323
1783350001646,28,136,13755,-111,1,2327
1783350001648,70,233,13624,-51,-40,2319
1783350001650,35,86,13698,-28,-44,2345
1783350001652,9,174,13530,-42,-46,2386
1783350001654,143,23,13666,-86,-50,2379
1783350001656,21,159,13730,-61,-49,2354
1783350001658,-36,119,13604,-68,-54,2377
1783350001660,-19,-29,13652,-94,-46,2296
1783350001662,31,240,13739,-88,-91,2352
1783350001664,257,-8,13752,-95,-81,2323
1783350001666,39,155,13603,-65,-78,2327
1783350001668,-102,-7,13624,-67,-50,2228
1783350001670,-158,191,13513,-64,-73,2297
1783350001672,-12,-146,13481,-87,-60,2301
1783350001674,-359,-92,13655,-59,-14,2373
1783350001676,-274,115,13763,-102,-135,2327
1783350001678,-39,193,13502,-4,-45,2302
1783350001680,-162,15,13558,-70,-21,2340
1783350001682,-398,94,13574,-41,-103,2316
1783350001684,-27,81,13496,-80,-38,2294
1783350001686,2,23,13611,-51,-27,2251
1783350001688,86,76,13625,-69,-25,2279
1783350001690,-145,155,13480,-92,-46,2304
1783350001692,88,182,13574,-75,-13,2329
1783350001694,-216,177,13567,-55,-56,2255
1783350001696,-177,351,13415,-69,-78,2277
1783350001698,-126,-29,13361,-65,-86,2255
1783350001700,-237,230,13567,-21,-58,2320
1783350001702,162,171,13503,-23,-29,2261
1783350001704,-283,103,13388,-23,-53,2301
1783350001706,-27,249,13327,-37,-13,2339
1783350001708,134,129,13455,-41,-60,2314
1783350001710,-220,54,13432,-30,-56,2266
1783350001712,-27,35,13416,-20,-55,2324
1783350001714,-325,170,13440,12,-23,2312
1783350001716,-80,2,13401,-82,-84,2326
1783350001718,-218,21,13289,-23,-16,2286
1783350001720,-19,196,13422,-25,-17,2251
1783350001722,-114,-12,13189,15,-89,2295
1783350001724,239,-36,13449,14,-11,2321
1783350001726,7,297,13318,-28,-55,2251
1783350001728,-85,74,13359,-36,-60,2303
1783350001730,-218,80,13372,-11,-16,2298
1783350001732,86,178,13276,-24,-31,2319
1783350001734,-239,-67,13471,6,-83,2263
1783350001736,-192,37,13470,-9,-23,2223
1783350001738,97,177,13412,-36,-81,2261
1783350001740,-150,87,13376,-1,-33,2274
1783350001742,34,-86,13280,-75,-39,2236
1783350001744,-77,148,13331,-36,-41,2307
1783350001746,-175,71,13421,-26,-8,2242
1783350001748,-15,-119,13259,-8,-7,2261
1783350001750,-68,239,13329,-49,-74,2240
1783350001752,-312,181,13341,-21,-11,2272
1783350001754,-157,-5,13225,-17,-82,2248
1783350001756,-315,109,13258,-12,-38,2315
1783350001758,-348,135,13318,-29,-93,2243
1783350001760,-20,317,13142,-1,-20,2285
1783350001762,-8,-84,13167,5,24,2216
1783350001764,-219,236,13262,13,-28,2271
1783350001766,-233,76,13327,22,-93,2329
1783350001768,-50,413,13346,-7,-46,2221
1783350001770,-54,-3,13244,78,-24,2219
1783350001772,-100,-60,13206,28,-77,2241
1783350001774,-223,188,13278,-11,-2,2243
1783350001776,-89,334,13317,17,-36,2237
1783350001778,-189,362,13158,-2,-14,2215
1783350001780,-190,290,13261,12,5,2257
1783350001782,5,213,13222,30,-34,2248
1783350001784,-158,192,13114,4,-47,2224
1783350001786,-312,29,13299,6,-20,2246
1783350001788,-126,23,13223,-16,15,2300
1783350001790,-270,94,13260,47,-49,2215
1783350001792,-245,182,13127,0,-69,2264
1783350001794,-274,211,13181,10,-20,2188
1783350001796,-127,54,13201,23,-76,2216
1783350001798,-160,94,13222,34,-59,2230
1783350001800,-198,225,13163,56,-61,2230
1783350001802,-58,225,13201,43,-9,2217
1783350001804,-120,134,12934,51,23,2213
1783350001806,-159,273,13039,30,5,2282
1783350001808,-78,-126,13104,45,5,2211
1783350001810,-75,91,13191,51,-38,2208
1783350001812,13,41,12927,87,-36,2209
1783350001814,54,-19,13167,87,14,2227
1783350001816,-165,-51,13194,26,-36,2195
1783350001818,-38,-39,13063,56,-52,2228
1783350001820,41,12,13165,46,-14,2198
1783350001822,-177,125,13126,37,-35,2242
1783350001824,-186,188,12968,39,-28,2184
1783350001826,-131,175,13111,46,-11,2183
1783350001828,-115,-34,13031,53,-9,2212
1783350001830,-146,209,13045,56,-38,2189
1783350001832,-83,59,13012,45,42,2182
1783350001834,-226,-1,13195,91,-7,2164
1783350001836,-53,170,12858,74,-5,2182
1783350001838,-61,23,12946,61,26,2178
1783350001840,-238,158,13069,16,-29,2213
1783350001842,-135,-14,12987,39,-25,2208
1783350001844,-211,183,13023,28,35,2165
1783350001846,-347,183,12736,72,-42,2187
1783350001848,-402,39,13023,89,-33,2184
1783350001850,-114,-13,13066,80,47,2193
1783350001852,-206,109,13046,55,-9,2182
1783350001854,-35,68,13007,75,-12,2139
1783350001856,-288,155,12914,80,-21,2127
1783350001858,-155,121,12905,64,-8,2142
1783350001860,-105,249,13039,103,17,2243
1783350001862,-142,79,12894,84,35,2130
1783350001864,-317,152,12676,57,-6,2193
1783350001866,-251,308,12850,104,-21,2140
1783350001868,34,-105,12921,47,8,2112
1783350001870,-40,125,12865,103,28,2191
1783350001872,24,235,12969,104,34,2198
1783350001874,-300,-6,13079,115,43,2167
1783350001876,-405,-28,12762,109,30,2122
1783350001878,-47,14,13011,58,-12,2159
1783350001880,-89,-33,12822,83,-3,2111
1783350001882,-63,97,12865,88,-33,2145
1783350001884,-67,-4,13047,49,-21,2140
1783350001886,-13,-83,12823,94,-6,2111
1783350001888,-189,95,12692,80,37,2115
1783350001890,-35,250,12729,86,-3,2124
1783350001892,-246,145,12900,32,-6,2157
1783350001894,-192,13,12991,54,-32,2151
1783350001896,-221,-25,12928,54,-16,2133
1783350001898,-336,46,12744,58,31,2178
1783350001900,-198,131,12812,62,56,2116
1783350001902,68,-58,12778,55,-1,2096
1783350001904,-39,125,12878,130,29,2097
1783350001906,-303,17,12864,40,7,2103
1783350001908,-32,112,12941,89,27,2127
1783350001910,-258,-127,12838,61,-100,2176
1783350001912,-356,321,12972,91,55,2065
1783350001914,-139,139,12796,110,-25,2179
1783350001916,-215,233,12727,65,25,2079
1783350001918,-195,12,12708,75,34,2105
1783350001920,-104,-12,12705,96,30,2117
1783350001922,-234,126,12578,68,-47,2148
1783350001924,-199,44,12710,113,7,2081
1783350001926,152,-16,12835,52,40,2125
1783350001928,-152,350,12638,85,7,2148
1783350001930,-192,-9,12897,97,11,2065
1783350001932,-22,106,12811,56,12,2121
1783350001934,-198,144,12594,92,-5,2084
1783350001936,-27,-65,12813,25,-25,2064
1783350001938,-269,169,12541,88,2,2049
1783350001940,-491,10,12842,102,-25,2103
1783350001942,-194,259,12546,68,30,2137
1783350001944,-212,-27,12814,63,56,2109
1783350001946,-87,180,12607,77,-54,2138
1783350001948,134,98,12759,93,77,2070
1783350001950,-259,-75,12551,84,22,2085
1783350001952,-196,119,12556,111,8,2126
1783350001954,-294,-120,12841,82,-19,2104
1783350001956,-202,-11,12485,38,57,2118
1783350001958,-44,107,12549,93,83,2082
1783350001960,-174,183,12638,56,-17,2095
1783350001962,-137,33,12533,48,42,2140
1783350001964,-312,-69,12679,98,24,2064
1783350001966,-319,-312,12704,64,47,2150
1783350001968,-269,-44,12649,84,39,2036
1783350001970,162,66,12496,44,63,2101
1783350001972,-278,206,12680,24,52,2075
1783350001974,-16,-37,12637,119,44,2071
1783350001976,47,71,12563,74,69,2066
1783350001978,-228,-10,12631,95,77,2046
1783350001980,-318,97,12575,65,21,2028
1783350001982,-536,229,12575,23,72,2026
1783350001984,-297,237,12613,60,39,2052
1783350001986,-377,-38,12395,80,30,2086
1783350001988,-406,287,12743,73,16,2024
1783350001990,-124,102,12429,54,67,2080
1783350001992,-176,129,12439,77,32,2079
1783350001994,-26,-72,12571,55,51,2055
1783350001996,-82,48,12406,52,68,2052
1783350001998,-118,-60,12495,89,20,2030
1783350002000,-17,-23,1880,-31,49,1955
1783350002002,45,-6,1844,-12,43,1941
1783350002004,-23,5,1885,-26,46,1979
1783350002006,-52,76,1819,-12,24,1905
1783350002008,-9,16,1869,24,18,1972
1783350002010,7,24,1854,-11,49,1948
1783350002012,48,64,1877,5,14,1958
1783350002014,-7,69,1880,-15,19,1957
1783350002016,-12,-27,1843,-3,12,1961
1783350002018,42,33,1886,-12,-2,1926
1783350002020,-9,31,1859,-11,16,1965
1783350002022,-25,4,1841,-1,25,1949
1783350002024,-16,-33,1879,1,14,1931
1783350002026,5,21,1851,5,10,1926
1783350002028,-13,5,1868,-13,13,1942
1783350002030,-2,-7,1830,0,10,1926
1783350002032,8,70,1856,11,54,1909
1783350002034,-26,40,1879,32,22,1921
1783350002036,24,18,1844,-3,18,1912
1783350002038,36,36,1915,3,17,1927
1783350002040,-42,29,1906,-2,35,1947
1783350002042,38,33,1873,-12,22,1915
1783350002044,-63,48,1837,8,17,1928
1783350002046,50,5,1909,27,41,1927
1783350002048,-98,12,1863,1,19,1901
1783350002049,20,43,1815,19,13,1938
1783350002052,9,63,1867,32,37,1923
1783350002053,-100,21,1856,10,3,1912
1783350002056,-11,79,1849,22,10,1884
1783350002057,-3,51,1868,9,20,1921
1783350002060,-59,26,1870,-18,33,1903
1783350002061,-38,-2,1819,-13,34,1903
1783350002064,70,52,1867,18,37,1900
1783350002065,-10,-15,1847,8,35,1905
1783350002068,7,21,1858,4,21,1874
1783350002069,27,13,1893,12,8,1906
1783350002072,-40,2,1883,-2,33,1917
1783350002073,9,59,1835,7,43,1904
1783350002076,-12,-37,1840,10,19,1894
1783350002077,-2,72,1884,12,23,1879
1783350002080,-54,55,1866,30,-2,1894
1783350002081,34,47,1839,-11,38,1890
1783350002084,6,-18,1869,36,25,1879
1783350002085,-42,-27,1854,-6,9,1888
1783350002088,-35,-21,1876,14,26,1887
1783350002089,6,12,1902,12,19,1872
1783350002092,23,54,1853,20,44,1863
1783350002093,42,19,1881,42,5,1868
1783350002096,-55,38,1828,24,30,1860
1783350002098,25,35,1783,16,-4,1875
1783350002100,18,-6,1857,-17,-4,1864
1783350002102,3,42,1873,32,2,1857
1783350002104,52,108,1849,57,55,1839
1783350002106,-31,60,1864,22,43,1852
1783350002108,43,30,1845,11,4,1862
1783350002110,-10,57,1923,26,13,1861
1783350002112,5,-7,1853,-16,22,1840
1783350002114,63,78,1896,30,24,1820
1783350002116,-1,4,1889,53,-9,1866
1783350002118,21,16,1880,20,32,1842
1783350002120,0,1,1859,14,13,1838
1783350002122,35,52,1860,56,28,1858
1783350002124,-17,37,1843,7,6,1865
1783350002126,-45,11,1830,33,42,1868
1783350002128,51,1,1880,10,6,1858
1783350002130,29,38,1850,11,32,1864
1783350002132,31,-31,1873,31,61,1831
1783350002134,-2,31,1878,22,20,1842
1783350002136,-52,-29,1852,12,36,1823
1783350002138,-75,41,1828,48,20,1849
1783350002140,29,32,1870,36,20,1807
1783350002142,-1,61,1899,6,17,1832
1783350002144,18,42,1813,18,8,1850
1783350002146,-9,-14,1930,15,36,1817
1783350002148,7,20,1900,18,28,1840
1783350002150,21,6,1847,21,20,1821
1783350002152,-18,36,1928,21,11,1834
1783350002154,15,14,1932,40,21,1815
1783350002156,-35,24,1860,55,47,1812
1783350002158,74,45,1870,28,21,1818
1783350002160,38,15,1889,34,11,1794
1783350002162,12,43,1882,19,20,1837
1783350002164,17,-16,1841,31,14,1768
1783350002166,90,-38,1855,48,11,1832
1783350002168,-9,98,1855,8,33,1829
1783350002170,4,-13,1899,23,38,1821
1783350002172,38,0,1859,0,33,1793
1783350002174,15,43,1835,35,31,1802
1783350002176,6,0,1884,22,35,1800
1783350002178,13,-28,1780,6,28,1795
1783350002180,-24,13,1859,15,-1,1792
1783350002182,19,25,1876,20,-5,1792
1783350002184,3,9,1822,42,7,1781
1783350002186,-63,-44,1835,10,-1,1780
1783350002188,39,11,1818,27,-6,1769
1783350002190,55,32,1826,5,10,1776
1783350002192,36,30,1837,13,27,1827
1783350002194,2,44,1829,35,57,1810
1783350002196,27,-35,1847,12,0,1789
1783350002198,69,26,1806,9,-4,1780
1783350002200,2,-7,1820,42,12,1779
1783350002202,40,37,1895,17,4,1738
1783350002204,-6,3,1848,27,23,1768
1783350002206,-3,29,1843,20,5,1752
1783350002208,-64,-35,1911,23,9,1776
1783350002210,-2,5,1932,44,34,1784
1783350002212,56,-62,1854,27,19,1791
1783350002214,46,-64,1803,21,2,1760
1783350002216,-54,0,1858,56,22,1747
1783350002218,21,63,1837,43,43,1796
1783350002220,41,21,1903,40,2,1771
1783350002222,8,94,1806,39,19,1744
1783350002224,-20,-6,1871,39,0,1744
1783350002226,19,-3,1827,63,22,1760
1783350002228,56,19,1872,20,15,1747
1783350002230,70,43,1872,28,3,1756
1783350002232,42,21,1859,35,9,1760
1783350002234,10,5,1893,41,8,1756
1783350002236,-19,73,1900,24,19,1767
1783350002238,8,-11,1883,18,9,1748
1783350002240,-21,10,1918,54,6,1761
1783350002242,43,-1,1896,32,12,1733
1783350002244,62,19,1879,39,30,1740
1783350002246,39,40,1892,18,15,1742
1783350002248,4,21,1799,64,14,1703
1783350002250,36,93,1892,37,16,1726
1783350002252,47,-34,1864,40,25,1720
1783350002254,-38,57,1883,24,9,1734
1783350002256,-13,50,1806,57,10,1724
1783350002258,42,26,1889,23,30,1719
1783350002260,32,-57,1879,23,7,1729
1783350002262,-15,44,1841,9,17,1714
1783350002264,26,22,1938,41,43,1723
1783350002266,19,69,1860,47,17,1715
1783350002268,-29,34,1866,25,5,1712
1783350002270,51,38,1869,11,12,1713
1783350002272,61,48,1839,30,45,1718
1783350002274,-30,11,1842,19,19,1748
1783350002276,4,40,1896,31,42,1711
1783350002278,12,0,1905,40,3,1718
1783350002280,71,7,1829,23,9,1712
1783350002282,40,7,1895,25,25,1694
1783350002284,-13,6,1882,16,-8,1703
1783350002286,20,-25,1890,10,18,1713
1783350002288,-1,29,1813,31,-4,1703
1783350002290,30,16,1825,65,22,1710
1783350002292,40,42,1851,0,5,1704
1783350002294,-26,-5,1878,29,19,1685
1783350002296,16,17,1844,41,-20,1670
1783350002298,85,-17,1846,40,13,1713
1783350002300,20,42,1820,30,20,1693
1783350002302,30,24,1844,23,16,1681
1783350002304,4,-8,1890,49,13,1678
1783350002306,63,-3,1868,52,31,1685
1783350002308,34,28,1831,14,18,1677
1783350002310,29,-22,1911,15,20,1692
1783350002312,77,35,1840,42,16,1710
1783350002314,1,-22,1885,39,-3,1673
1783350002316,21,-1,1863,25,-3,1672
1783350002318,21,-1,1882,42,3,1685
1783350002320,1,18,1818,34,-15,1696
1783350002322,-19,-28,1831,41,5,1689
1783350002324,1,75,1902,45,-3,1694
1783350002326,-10,25,1900,30,17,1642
1783350002328,63,6,1870,22,-12,1686
1783350002330,43,51,1889,12,36,1665
1783350002332,60,-8,1835,11,-22,1643
1783350002334,64,57,1888,14,-17,1669
1783350002336,-56,-3,1825,-10,8,1696
1783350002338,11,-44,1863,38,-6,1651
1783350002340,110,-9,1839,3,-3,1654
1783350002342,-16,29,1834,37,-9,1652
1783350002344,68,-41,1849,56,-12,1656
1783350002346,9,8,1890,31,-5,1666
1783350002348,21,-17,1869,59,-6,1642
1783350002350,35,8,1864,49,-25,1651
1783350002352,-2,46,1924,25,33,1650
1783350002354,34,12,1873,24,2,1673
1783350002356,49,14,1889,53,33,1659
1783350002358,12,-29,1845,27,27,1658
1783350002360,75,-10,1831,20,1,1648
1783350002362,-17,11,1864,40,15,1650
1783350002364,57,-24,1875,58,-21,1651
1783350002366,47,2,1896,38,-3,1659
1783350002368,93,17,1875,44,18,1635
1783350002370,37,-44,1873,15,-18,1661
1783350002372,20,-5,1921,-8,-18,1623
1783350002374,-21,-40,1810,23,3,1634
1783350002376,37,25,1826,38,26,1607
1783350002378,60,42,1874,34,-10,1606
1783350002380,68,6,1878,31,5,1606
1783350002382,19,42,1861,28,-24,1633
1783350002384,77,84,1883,35,11,1632
1783350002386,-17,43,1833,49,24,1605
1783350002388,-18,7,1865,47,11,1600
1783350002390,53,-57,1841,43,32,1624
1783350002392,30,-8,1892,37,-5,1625
1783350002394,-21,28,1883,25,3,1613
1783350002396,38,-30,1836,45,17,1579
1783350002398,68,3,1891,32,-2,1639
1783350002400,10,-58,1849,32,0,1621
1783350002402,12,-78,1887,56,3,1613
1783350002404,5,-8,1894,16,-22,1577
1783350002406,28,-9,1853,12,-8,1609
1783350002408,37,-10,1903,22,15,1608
1783350002410,53,-14,1919,19,-29,1589
1783350002412,50,-13,1840,43,-8,1608
1783350002414,-18,38,1884,39,-12,1578
1783350002416,11,-4,1859,15,4,1590
1783350002418,12,-48,1841,42,10,1594
1783350002420,55,-10,1825,10,12,1587
1783350002422,-12,4,1870,25,4,1612
1783350002424,36,107,1828,21,6,1576
1783350002426,59,-76,1824,10,18,1593
1783350002428,0,10,1821,10,-2,1589
1783350002430,79,6,1824,38,-10,1583
1783350002432,-1,52,1837,64,-10,1588
1783350002434,67,-6,1801,16,-24,1589
1783350002436,17,-23,1863,31,15,1606
1783350002438,156,-17,1877,22,33,1568
1783350002440,36,-19,1863,17,19,1564
1783350002442,61,47,1863,58,0,1577
1783350002444,-37,22,1830,35,21,1557
1783350002446,-7,-39,1863,18,3,1577
1783350002448,8,22,1840,-10,-8,1596
1783350002450,1,29,1789,34,-13,1567
1783350002452,-13,15,1878,25,-23,1579
1783350002454,15,-3,1852,30,0,1571
1783350002456,34,-7,1878,41,-39,1575
1783350002458,36,0,1835,29,15,1582
1783350002460,18,-25,1891,21,-26,1533
1783350002462,74,-47,1899,4,-9,1545
1783350002464,67,12,1863,35,-3,1556
1783350002466,75,-14,1871,21,9,1568
1783350002468,25,23,1859,41,-7,1566
1783350002470,20,-24,1810,28,-1,1585
1783350002472,-12,-25,1843,32,7,1534
1783350002474,61,9,1819,-16,-21,1551
1783350002476,30,11,1859,14,-11,1564
1783350002478,17,31,1875,13,3,1587
1783350002480,24,-65,1928,6,-9,1555
1783350002482,62,-15,1889,34,-16,1541
1783350002484,73,2,1869,20,-19,1541
1783350002486,76,30,1933,23,-22,1539
1783350002488,55,42,1868,7,-1,1561
1783350002490,37,65,1806,13,-44,1512
1783350002492,51,7,1874,42,-33,1523
1783350002494,-12,-32,1850,11,0,1517
1783350002496,14,-78,1878,11,-3,1535
1783350002498,-62,-37,1848,22,8,1519
1783350002500,18,-10,1828,12,0,1552
1783350002502,13,0,1869,13,4,1488
1783350002504,-29,-9,1848,36,-4,1548
1783350002506,25,9,1800,20,-20,1542
1783350002508,-7,42,1857,24,4,1512
1783350002510,12,-3,1841,24,-3,1509
1783350002512,41,14,1874,3,-31,1524
1783350002514,23,-40,1875,6,-18,1503
1783350002516,18,15,1877,15,-10,1507
1783350002518,21,26,1814,19,-3,1505
1783350002520,53,13,1873,26,-19,1505
1783350002522,31,41,1852,8,-12,1493
1783350002524,38,12,1894,24,-10,1525
1783350002526,75,-11,1883,33,-2,1517
1783350002528,-11,9,1883,5,-19,1506
1783350002530,90,0,1919,10,-10,1512
1783350002532,21,3,1868,32,-21,1479
1783350002534,45,-46,1852,-2,-20,1513
1783350002536,45,22,1901,11,-42,1506
1783350002538,56,-11,1908,12,-10,1466
1783350002540,15,52,1875,18,2,1509
1783350002542,38,7,1903,8,-14,1506
1783350002544,25,-6,1867,24,-23,1505
1783350002546,31,24,1884,12,-12,1514
1783350002548,8,25,1865,11,-43,1503
1783350002550,14,41,1889,8,-10,1504
1783350002552,-6,-43,1813,21,15,1479
1783350002554,18,6,1878,15,-21,1497
1783350002556,34,96,1846,5,-18,1487
1783350002558,66,4,1860,4,-2,1504
1783350002560,28,-23,1859,16,-23,1497
1783350002562,46,8,1879,-1,-2,1492
1783350002564,-2,-24,1832,2,-8,1486
